seqID,domain,pdbId,chain
25511,d2dbsa1,2dbs,a
25512,d2deja2,2dej,a
25513,d2dewx1,2dew,x
25514,d2dlba1,2dlb,a
25515,d2dm9a1,2dm9,a
25516,d2dpfa_,2dpf,a
25517,d2dpla2,2dpl,a
25518,d2dsya1,2dsy,a
25519,d2dt8a_,2dt8,a
25520,d2dwka_,2dwk,a
25521,d2dxua2,2dxu,a
25522,d2e0aa1,2e0a,a
25523,d2e2aa_,2e2a,a
25524,d2e3ha1,2e3h,a
25525,d2e9xa1,2e9x,a
25526,d2e9xb2,2e9x,b
25527,d2ebfx1,2ebf,x
25528,d2ebsa1,2ebs,a
25529,d2ed6a1,2ed6,a
25530,d2eiya_,2eiy,a
25531,d2enda_,2end,a
25532,d2erla_,2erl,a
25533,d2es4d1,2es4,d
25534,d2es9a1,2es9,a
25535,d2euca1,2euc,a
25536,d2ew0a1,2ew0,a
25537,d2f01a_,2f01,a
25538,d2f22a1,2f22,a
25539,d2f23a1,2f23,a
25540,d2f2ba_,2f2b,a
25541,d2f2ha1,2f2h,a
25542,d2f4ia1,2f4i,a
25543,d2f4mb_,2f4m,b
25544,d2f5tx1,2f5t,x
25545,d2f69a1,2f69,a
25546,d2f69a2,2f69,a
25547,d2f6ma_,2f6m,a
25548,d2f9ha1,2f9h,a
25549,d2fb5a1,2fb5,a
25550,d2fcja1,2fcj,a
25551,d2fcla1,2fcl,a
25552,d2fcwa1,2fcw,a
25553,d2fcwb1,2fcw,b
25554,d2fdoa1,2fdo,a
25555,d2fefa1,2fef,a
25556,d2fefa2,2fef,a
25557,d2ffga1,2ffg,a
25558,d2fg1a_,2fg1,a
25559,d2fgga1,2fgg,a
25560,d2fgqx_,2fgq,x
25561,d2fhza1,2fhz,a
25562,d2fhzb_,2fhz,b
25563,d2fi0a1,2fi0,a
25564,d2fiya1,2fiy,a
25565,d2fj8a1,2fj8,a
25566,d2fmaa_,2fma,a
25567,d2fpna1,2fpn,a
25568,d2fqma1,2fqm,a
25569,d2fsqa1,2fsq,a
25570,d2fsua1,2fsu,a
25571,d2ftxa1,2ftx,a
25572,d2fupa1,2fup,a
25573,d2fvva1,2fvv,a
25574,d2fvya_,2fvy,a
25575,d2fyga1,2fyg,a
25576,d2fyuk_,2fyu,k
25577,d2fyxa1,2fyx,a
25578,d2fzpa1,2fzp,a
25579,d2fzta1,2fzt,a
25580,d2g03a1,2g03,a
25581,d2g0da_,2g0d,a
25582,d2g38a1,2g38,a
25583,d2g3ra1,2g3r,a
25584,d2g50a1,2g50,a
25585,d2g62a1,2g62,a
25586,d2g7oa1,2g7o,a
25587,d2g7sa2,2g7s,a
25588,d2gboa1,2gbo,a
25589,d2geca1,2gec,a
25590,d2gf4a1,2gf4,a
25591,d2gfqa1,2gfq,a
25592,d2ghvc1,2ghv,c
25593,d2giba1,2gib,a
25594,d2gjva1,2gjv,a
25595,d2gkga_,2gkg,a
25596,d2gkpa1,2gkp,a
25597,d2glza1,2glz,a
25598,d2goma1,2gom,a
25599,d2gpia1,2gpi,a
25600,d2grrb_,2grr,b
25601,d2gsva1,2gsv,a
25602,d2gtia2,2gti,a
25603,d2gtqa3,2gtq,a
25604,d2guda1,2gud,a
25605,d2guka1,2guk,a
25606,d2gyka1,2gyk,a
25607,d2h1ta1,2h1t,a
25608,d2h1va_,2h1v,a
25609,d2h6fa1,2h6f,a
25610,d2h6fb1,2h6f,b
25611,d2h88d_,2h88,d
25612,d2h8ea_,2h8e,a
25613,d2hbaa1,2hba,a
25614,d2hdza_,2hdz,a
25615,d2hf1a1,2hf1,a
25616,d2hiya1,2hiy,a
25617,d2hnga1,2hng,a
25618,d2hnua_,2hnu,a
25619,d2hpja_,2hpj,a
25620,d2hq4a1,2hq4,a
25621,d2hqsa1,2hqs,a
25622,d2hqsa2,2hqs,a
25623,d2hqsc_,2hqs,c
25624,d2hs1a_,2hs1,a
25625,d2huha1,2huh,a
25626,d2huja1,2huj,a
25627,d2hw4a1,2hw4,a
25628,d2hxma_,2hxm,a
25629,d2hy5a1,2hy5,a
25630,d2i06a_,2i06,a
25631,d2i0za2,2i0z,a
25632,d2i15a1,2i15,a
25633,d2i1sa1,2i1s,a
25634,d2i53a1,2i53,a
25635,d2i5ha1,2i5h,a
25636,d2i5ua1,2i5u,a
25637,d2i5vo_,2i5v,o
25638,d2i71a1,2i71,a
25639,d2i8da1,2i8d,a
25640,d2i9ia1,2i9i,a
25641,d2i9wa2,2i9w,a
25642,d2i9xa1,2i9x,a
25643,d2ia1a1,2ia1,a
25644,d2ia7a1,2ia7,a
25645,d2iafa1,2iaf,a
25646,d2iaya1,2iay,a
25647,d2ic2a1,2ic2,a
25648,d2icha1,2ich,a
25649,d2icua_,2icu,a
25650,d2icwg_,2icw,g
25651,d2idla1,2idl,a
25652,d2idob_,2ido,b
25653,d2ih2a2,2ih2,a
25654,d2ii1a_,2ii1,a
25655,d2in5a1,2in5,a
25656,d2inwa1,2inw,a
25657,d2isba_,2isb,a
25658,d2ivya_,2ivy,a
25659,d2iwka1,2iwk,a
25660,d2izxa_,2izx,a
25661,d2j4wd1,2j4w,d
25662,d2j5ya_,2j5y,a
25663,d2j6ba1,2j6b,a
25664,d2j73a_,2j73,a
25665,d2j80a_,2j80,a
25666,d2j8ga1,2j8g,a
25667,d2j8ka1,2j8k,a
25668,d2j97a_,2j97,a
25669,d2j9wa_,2j9w,a
25670,d2jdia1,2jdi,a
25671,d2jdia2,2jdi,a
25672,d2jdih1,2jdi,h
25673,d2jdqd_,2jdq,d
25674,d2je6a2,2je6,a
25675,d2je6i2,2je6,i
25676,d2jeka1,2jek,a
25677,d2jfra_,2jfr,a
25678,d2jgba_,2jgb,a
25679,d2jhfa2,2jhf,a
25680,d2jlia_,2jli,a
25681,d2liga_,2lig,a
25682,d2lisa_,2lis,a
25683,d2mcma_,2mcm,a
25684,d2mhra_,2mhr,a
25685,d2nlsa_,2nls,a
25686,d2nlva1,2nlv,a
25687,d2nmla1,2nml,a
25688,d2nn4a1,2nn4,a
25689,d2nnua_,2nnu,a
25690,d2nr5a1,2nr5,a
25691,d2nsza1,2nsz,a
25692,d2ntka_,2ntk,a
25693,d2nuga1,2nug,a
25694,d2nuga2,2nug,a
25695,d2nxpa1,2nxp,a
25696,d2o2ka_,2o2k,a
25697,d2o37a_,2o37,a
25698,d2o3bb_,2o3b,b
25699,d2o3la1,2o3l,a
25700,d2o5ha1,2o5h,a
25701,d2o6ka1,2o6k,a
25702,d2o70a1,2o70,a
25703,d2o8sa1,2o8s,a
25704,d2o9sa_,2o9s,a
25705,d2o9ux_,2o9u,x
25706,d2oa5a_,2oa5,a
25707,d2ob3a_,2ob3,a
25708,d2ob5a1,2ob5,a
25709,d2od0a1,2od0,a
25710,d2odka1,2odk,a
25711,d2oeba1,2oeb,a
25712,d2oeza1,2oez,a
25713,d2ofca_,2ofc,a
25714,d2ogfa_,2ogf,a
25715,d2ohwa1,2ohw,a
25716,d2oizd_,2oiz,d
25717,d2okua1,2oku,a
25718,d2oqza_,2oqz,a
25719,d2ot3a_,2ot3,a
25720,d2otaa1,2ota,a
25721,d2ou3a1,2ou3,a
25722,d2ouxa1,2oux,a
25723,d2ov0a_,2ov0,a
25724,d2ox7a1,2ox7,a
25725,d2oy9a1,2oy9,a
25726,d2p0ta1,2p0t,a
25727,d2p12a1,2p12,a
25728,d2p1ma2,2p1m,a
25729,d2p3pa1,2p3p,a
25730,d2p3ya1,2p3y,a
25731,d2p62a1,2p62,a
25732,d2p6va1,2p6v,a
25733,d2p74a_,2p74,a
25734,d2p8ia_,2p8i,a
25735,d2p8qb_,2p8q,b
25736,d2p8ta2,2p8t,a
25737,d2p90a1,2p90,a
25738,d2pbka_,2pbk,a
25739,d2phcb2,2phc,b
25740,d2phna_,2phn,a
25741,d2pifa1,2pif,a
25742,d2pjua1,2pju,a
25743,d2pk8a_,2pk8,a
25744,d2pmra1,2pmr,a
25745,d2ppva_,2ppv,a
25746,d2prva1,2prv,a
25747,d2psba1,2psb,a
25748,d2pspa1,2psp,a
25749,d2pstx_,2pst,x
25750,d2pu9a_,2pu9,a
25751,d2pv4a1,2pv4,a
25752,d2pvba_,2pvb,a
25753,d2pwwa1,2pww,a
25754,d2pyqa1,2pyq,a
25755,d2q03a1,2q03,a
25756,d2q0zx1,2q0z,x
25757,d2q22a1,2q22,a
25758,d2q2ga1,2q2g,a
25759,d2q66a3,2q66,a
25760,d2q6ka1,2q6k,a
25761,d2q6ka2,2q6k,a
25762,d2qdla_,2qdl,a
25763,d2qhfa_,2qhf,a
25764,d2qklb_,2qkl,b
25765,d2qn6b_,2qn6,b
25766,d2qsba1,2qsb,a
25767,d2quda_,2qud,a
25768,d2qupa_,2qup,a
25769,d2r0xa_,2r0x,a
25770,d2r31a_,2r31,a
25771,d2r4qa1,2r4q,a
25772,d2r7511,2r75,1
25773,d2r7512,2r75,1
25774,d2rbka_,2rbk,a
25775,d2rdea1,2rde,a
25776,d2rfra1,2rfr,a
25777,d2rh2a_,2rh2,a
25778,d2rk3a_,2rk3,a
25779,d2rkqa_,2rkq,a
25780,d2rlda1,2rld,a
25781,d2saka_,2sak,a
25782,d2sici_,2sic,i
25783,d2tpsa_,2tps,a
25784,d2uv4a_,2uv4,a
25785,d2v3za1,2v3z,a
25786,d2v6xa_,2v6x,a
25787,d2v89a_,2v89,a
25788,d2v8ta_,2v8t,a
25789,d2v9la_,2v9l,a
25790,d2vb1a_,2vb1,a
25791,d2vbua_,2vbu,a
25792,d2vdra_,2vdr,a
25793,d2vfxa_,2vfx,a
25794,d2vhka_,2vhk,a
25795,d2vn6b_,2vn6,b
25796,d2vu9a2,2vu9,a
25797,d2vxna_,2vxn,a
25798,d2w1va_,2w1v,a
25799,d2w6ka1,2w6k,a
25800,d2wbma1,2wbm,a
25801,d2wbma2,2wbm,a
25802,d2wdsa_,2wds,a
25803,d2we5a_,2we5,a
25804,d2wfia_,2wfi,a
25805,d2wjnh1,2wjn,h
25806,d2wjnl_,2wjn,l
25807,d2wkxa1,2wkx,a
25808,d2wlva_,2wlv,a
25809,d2wn9a_,2wn9,a
25810,d2wnpf_,2wnp,f
25811,d2wnva_,2wnv,a
25812,d2woea_,2woe,a
25813,d2wqka_,2wqk,a
25814,d2wura_,2wur,a
25815,d2wyta_,2wyt,a
25816,d2wzka_,2wzk,a
25817,d2x42a3,2x42,a
25818,d2x5oa1,2x5o,a
25819,d2x5oa2,2x5o,a
25820,d2x5oa3,2x5o,a
25821,d2xdwa1,2xdw,a
25822,d2xhia1,2xhi,a
25823,d2xi8a_,2xi8,a
25824,d2xjpa_,2xjp,a
25825,d2xola_,2xol,a
25826,d2xova_,2xov,a
25827,d2xu3a_,2xu3,a
25828,d2xw6a_,2xw6,a
25829,d2xzga1,2xzg,a
25830,d2y0ta_,2y0t,a
25831,d2y5fl_,2y5f,l
25832,d2y71a_,2y71,a
25833,d2y8ya1,2y8y,a
25834,d2yima_,2yim,a
25835,d2ykza_,2ykz,a
25836,d2ylba_,2ylb,a
25837,d2z0aa_,2z0a,a
25838,d2z16a_,2z16,a
25839,d2z51a1,2z51,a
25840,d2z7fi_,2z7f,i
25841,d2za4b_,2za4,b
25842,d2zcwa2,2zcw,a
25843,d2zhja_,2zhj,a
25844,d2zw2a_,2zw2,a
25845,d3a02a_,3a02,a
25846,d3a38a_,3a38,a
25847,d3a4ra_,3a4r,a
25848,d3a9sa1,3a9s,a
25849,d3a9sa2,3a9s,a
25850,d3aa0a_,3aa0,a
25851,d3ag3c_,3ag3,c
25852,d3ag3d_,3ag3,d
25853,d3ag3e_,3ag3,e
25854,d3ag3g_,3ag3,g
25855,d3ag3h_,3ag3,h
25856,d3ag3i_,3ag3,i
25857,d3ag3j_,3ag3,j
25858,d3ag3k_,3ag3,k
25859,d3ag3l_,3ag3,l
25860,d3ag3m_,3ag3,m
25861,d3agna_,3agn,a
25862,d3amra_,3amr,a
25863,d3ar4a2,3ar4,a
25864,d3ar4a4,3ar4,a
25865,d3arcb_,3arc,b
25866,d3arce_,3arc,e
25867,d3arch_,3arc,h
25868,d3arci_,3arc,i
25869,d3arcj_,3arc,j
25870,d3arck_,3arc,k
25871,d3arcl_,3arc,l
25872,d3arcm_,3arc,m
25873,d3arcz_,3arc,z
25874,d3awua_,3awu,a
25875,d3awub_,3awu,b
25876,d3axja_,3axj,a
25877,d3b0ga1,3b0g,a
25878,d3b0ga2,3b0g,a
25879,d3b64a_,3b64,a
25880,d3bb0a_,3bb0,a
25881,d3bbba_,3bbb,a
25882,d3bhda_,3bhd,a
25883,d3bhpa_,3bhp,a
25884,d3bi1a1,3bi1,a
25885,d3bi1a2,3bi1,a
25886,d3bn0a1,3bn0,a
25887,d3boea_,3boe,a
25888,d3bofa2,3bof,a
25889,d3bp3a_,3bp3,a
25890,d3bqoa_,3bqo,a
25891,d3brda3,3brd,a
25892,d3bula1,3bul,a
25893,d3buxb2,3bux,b
25894,d3bvua1,3bvu,a
25895,d3bvua2,3bvu,a
25896,d3bwha_,3bwh,a
25897,d3bwud_,3bwu,d
25898,d3bypa1,3byp,a
25899,d3byqa1,3byq,a
25900,d3bz7a1,3bz7,a
25901,d3bzka3,3bzk,a
25902,d3c7xa_,3c7x,a
25903,d3c8ga1,3c8g,a
25904,d3c8wa1,3c8w,a
25905,d3c8ya1,3c8y,a
25906,d3c9ua1,3c9u,a
25907,d3c9ua2,3c9u,a
25908,d3ccda_,3ccd,a
25909,d3ci0k1,3ci0,k
25910,d3ci3a_,3ci3,a
25911,d3cima_,3cim,a
25912,d3cjsb1,3cjs,b
25913,d3cr3a1,3cr3,a
25914,d3ct6a1,3ct6,a
25915,d3cu9a_,3cu9,a
25916,d3cwca_,3cwc,a
25917,d3czza_,3czz,a
25918,d3d06a_,3d06,a
25919,d3d36c_,3d36,c
25920,d3d3ba_,3d3b,a
25921,d3d3ra1,3d3r,a
25922,d3db7a_,3db7,a
25923,d3dbya1,3dby,a
25924,d3ddta_,3ddt,a
25925,d3dgpb_,3dgp,b
25926,d3dk9a3,3dk9,a
25927,d3dkma_,3dkm,a
25928,d3dnfa_,3dnf,a
25929,d3dnja_,3dnj,a
25930,d3dxra_,3dxr,a
25931,d3e9va1,3e9v,a
25932,d3ea6a1,3ea6,a
25933,d3ea6a2,3ea6,a
25934,d3eeqa2,3eeq,a
25935,d3eera_,3eer,a
25936,d3eipa_,3eip,a
25937,d3eoja_,3eoj,a
25938,d3epwa_,3epw,a
25939,d3essa_,3ess,a
25940,d3eyea_,3eye,a
25941,d3f0da_,3f0d,a
25942,d3f0pa2,3f0p,a
25943,d3f42a_,3f42,a
25944,d3f6ya_,3f6y,a
25945,d3faua_,3fau,a
25946,d3fila_,3fil,a
25947,d3fsoa_,3fso,a
25948,d3fsta_,3fst,a
25949,d3ft1a_,3ft1,a
25950,d3fx7a_,3fx7,a
25951,d3fxka2,3fxk,a
25952,d3fyba_,3fyb,a
25953,d3g0ma_,3g0m,a
25954,d3g21a_,3g21,a
25955,d3g91a_,3g91,a
25956,d3ge3c_,3ge3,c
25957,d3ge3e_,3ge3,e
25958,d3giua_,3giu,a
25959,d3gmxa_,3gmx,a
25960,d3gp6a_,3gp6,a
25961,d3gwkc_,3gwk,c
25962,d3h0na_,3h0n,a
25963,d3h1da_,3h1d,a
25964,d3h63a_,3h63,a
25965,d3h7ia1,3h7i,a
25966,d3h7ia2,3h7i,a
25967,d3hhta_,3hht,a
25968,d3hlxa_,3hlx,a
25969,d3hmsa_,3hms,a
25970,d3hwua_,3hwu,a
25971,d3i94a_,3i94,a
25972,d3ieza_,3iez,a
25973,d3ijwa_,3ijw,a
25974,d3ilwa_,3ilw,a
25975,d3ip0a_,3ip0,a
25976,d3ip4c_,3ip4,c
25977,d3ivva_,3ivv,a
25978,d3jqka_,3jqk,a
25979,d3ju4a1,3ju4,a
25980,d3ju4a2,3ju4,a
25981,d3jvla_,3jvl,a
25982,d3k2za2,3k2z,a
25983,d3k34a_,3k34,a
25984,d3k6ia_,3k6i,a
25985,d3k7pa_,3k7p,a
25986,d3klra_,3klr,a
25987,d3ksna_,3ksn,a
25988,d3ku3a_,3ku3,a
25989,d3kwda_,3kwd,a
25990,d3kxsa_,3kxs,a
25991,d3l00a2,3l00,a
25992,d3l51b_,3l51,b
25993,d3l5oa_,3l5o,a
25994,d3l8wa1,3l8w,a
25995,d3lasa_,3las,a
25996,d3ldqb_,3ldq,b
25997,d3llpa1,3llp,a
25998,d3lmna_,3lmn,a
25999,d3lvjc_,3lvj,c
26000,d3lyea_,3lye,a
26001,d3m4ia_,3m4i,a
26002,d3m5qa_,3m5q,a
26003,d3m7va2,3m7v,a
26004,d3m9qa_,3m9q,a
26005,d3mcwa_,3mcw,a
26006,d3mg3a1,3mg3,a
26007,d3mhra_,3mhr,a
26008,d3mmha_,3mmh,a
26009,d3mqda1,3mqd,a
26010,d3mzfa2,3mzf,a
26011,d3n08a_,3n08,a
26012,d3n2wa_,3n2w,a
26013,d3n4ja_,3n4j,a
26014,d3nfta_,3nft,a
26015,d3nira_,3nir,a
26016,d3ntua1,3ntu,a
26017,d3nvsa_,3nvs,a
26018,d3o4pa_,3o4p,a
26019,d3o6ca_,3o6c,a
26020,d3og2a3,3og2,a
26021,d3ojca1,3ojc,a
26022,d3omya_,3omy,a
26023,d3orsa_,3ors,a
26024,d3os4a1,3os4,a
26025,d3os4a2,3os4,a
26026,d3osea_,3ose,a
26027,d3osxa_,3osx,a
26028,d3oxpa_,3oxp,a
26029,d3pbta1,3pbt,a
26030,d3pc7a_,3pc7,a
26031,d3pdfa1,3pdf,a
26032,d3piwa_,3piw,a
26033,d3pkza_,3pkz,a
26034,d3pmsa1,3pms,a
26035,d3proc1,3pro,c
26036,d3psma_,3psm,a
26037,d3pzwa2,3pzw,a
26038,d3q20a_,3q20,a
26039,d3q46a_,3q46,a
26040,d3qm9a_,3qm9,a
26041,d3qora_,3qor,a
26042,d3qpaa_,3qpa,a
26043,d3qq8a2,3qq8,a
26044,d3qzba_,3qzb,a
26045,d3qzma_,3qzm,a
26046,d3r72a_,3r72,a
26047,d3r87a_,3r87,a
26048,d3r8ja_,3r8j,a
26049,d3rf3a1,3rf3,a
26050,d3rjsa_,3rjs,a
26051,d3rlff1,3rlf,f
26052,d3rlff2,3rlf,f
26053,d3rloa1,3rlo,a
26054,d3rofa_,3rof,a
26055,d3rq7a1,3rq7,a
26056,d3rssa1,3rss,a
26057,d3rvca_,3rvc,a
26058,d3rzna_,3rzn,a
26059,d3s4ea_,3s4e,a
26060,d3s4ya1,3s4y,a
26061,d3s4ya2,3s4y,a
26062,d3s8ga_,3s8g,a
26063,d3s8gb1,3s8g,b
26064,d3s8gc_,3s8g,c
26065,d3s9za_,3s9z,a
26066,d3sjld_,3sjl,d
26067,d3sk7a_,3sk7,a
26068,d3swoa1,3swo,a
26069,d3swoa2,3swo,a
26070,d3sxua_,3sxu,a
26071,d3t0ha_,3t0h,a
26072,d3t2ca_,3t2c,a
26073,d3t3la_,3t3l,a
26074,d3t63a_,3t63,a
26075,d3tg0a_,3tg0,a
26076,d3tn2a_,3tn2,a
26077,d3tvji_,3tvj,i
26078,d3u1ua_,3u1u,a
26079,d3u7qa_,3u7q,a
26080,d3u81a_,3u81,a
26081,d3u9wa1,3u9w,a
26082,d3uawa_,3uaw,a
26083,d3ucia_,3uci,a
26084,d3ueja_,3uej,a
26085,d3ugja2,3ugj,a
26086,d3ui4a_,3ui4,a
26087,d3ulja_,3ulj,a
26088,d3umha_,3umh,a
26089,d3v5wg_,3v5w,g
26090,d3vdpa_,3vdp,a
26091,d3w07a_,3w07,a
26092,d3w5ha1,3w5h,a
26093,d3w5ha2,3w5h,a
26094,d3wcqa_,3wcq,a
26095,d3zhoa_,3zho,a
26096,d3zqua_,3zqu,a
26097,d3zsja_,3zsj,a
26098,d3zuca_,3zuc,a
26099,d3zyla2,3zyl,a
26100,d3zyqa1,3zyq,a
26101,d4a02a_,4a02,a
26102,d4a1ia1,4a1i,a
26103,d4a1ia2,4a1i,a
26104,d4a2va_,4a2v,a
26105,d4a5sa1,4a5s,a
26106,d4a82a1,4a82,a
26107,d4a8ua_,4a8u,a
26108,d4ac7a_,4ac7,a
26109,d4ac7b_,4ac7,b
26110,d4acfa1,4acf,a
26111,d4af1a1,4af1,a
26112,d4af1a2,4af1,a
26113,d4affa_,4aff,a
26114,d4agha_,4agh,a
26115,d4aiwa_,4aiw,a
26116,d4al0a_,4al0,a
26117,d4atma_,4atm,a
26118,d4au1a_,4au1,a
26119,d4axoa_,4axo,a
26120,d4ay0a2,4ay0,a
26121,d4ay7a_,4ay7,a
26122,d4b4ua1,4b4u,a
26123,d4dhla1,4dhl,a
26124,d4dnda_,4dnd,a
26125,d4doia_,4doi,a
26126,d4drib_,4dri,b
26127,d4duia_,4dui,a
26128,d4dwra_,4dwr,a
26129,d4e29a_,4e29,a
26130,d4e2va_,4e2v,a
26131,d4e3ya_,4e3y,a
26132,d4e4ra_,4e4r,a
26133,d4eada1,4ead,a
26134,d4eada2,4ead,a
26135,d4eada3,4ead,a
26136,d4ee6a_,4ee6,a
26137,d4egua_,4egu,a
26138,d4emta_,4emt,a
26139,d4enea_,4ene,a
26140,d4eo7a_,4eo7,a
26141,d4eqpa_,4eqp,a
26142,d4esma_,4esm,a
26143,d4espa_,4esp,a
26144,d4f01a1,4f01,a
26145,d4f01a2,4f01,a
26146,d4f19a_,4f19,a
26147,d4fhrb_,4fhr,b
26148,d4fioa_,4fio,a
26149,d4fw1a2,4fw1,a
26150,d4fyxb1,4fyx,b
26151,d4fyxb2,4fyx,b
26152,d4g1qa1,4g1q,a
26153,d4g3na_,4g3n,a
26154,d4g78a_,4g78,a
26155,d4gmua1,4gmu,a
26156,d4gt9a_,4gt9,a
26157,d4gv2a1,4gv2,a
26158,d4gwba_,4gwb,a
26159,d4gwga2,4gwg,a
26160,d4h27a_,4h27,a
26161,d4h6ca_,4h6c,a
26162,d4h8ea_,4h8e,a
26163,d4hdra_,4hdr,a
26164,d4heia_,4hei,a
26165,d4hl2a_,4hl2,a
26166,d4hlsa_,4hls,a
26167,d4hs1a_,4hs1,a
26168,d4htga2,4htg,a
26169,d4hwsa2,4hws,a
26170,d4hwwa_,4hww,a
26171,d4hy4a_,4hy4,a
26172,d4i6ya2,4i6y,a
26173,d4i7ea_,4i7e,a
26174,d4i8ha_,4i8h,a
26175,d4i9oa_,4i9o,a
26176,d4iaua_,4iau,a
26177,d4j7da_,4j7d,a
26178,d4j9yb_,4j9y,b
26179,d4jera_,4jer,a
26180,d4jp6a_,4jp6,a
26181,d4jw0a_,4jw0,a
26182,d4jxqa_,4jxq,a
26183,d4kefa_,4kef,a
26184,d4klia1,4kli,a
26185,d4klia2,4kli,a
26186,d4lera_,4ler,a
26187,d4lrsa2,4lrs,a
26188,d4lwra_,4lwr,a
26189,d4mf5a2,4mf5,a
26190,d4mjra1,4mjr,a
26191,d4sgbi_,4sgb,i
